/BIC/ZVCH_STAT,TXTSH,TXTMD,TXTLG
82708,ОП22КМ,ОП 22 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 22 КМ
82709,ОП56КМ,ОП 56 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 56 КМ
82710,ПР-Э-Р,ПРЕСНГ-Э-РОС,ПРЕСНОГОРЬКОВСКАЯ-ЭКС(РОС
82711,,УТЯК-ПСЧ-1,УТЯК ПСЧ-1
82712,,УТЯК-ПСЧ-7,УТЯК ПСЧ-7
82720,ЗАУРАЛ,ЗАУРАЛЬЕ,ЗАУРАЛЬЕ
82721,ОП84КМ,ОП 84 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 84 КМ
82722,ОП96КМ,ОП 96 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 96 КМ
82723,,ЗАУРАЛЬЕ-САИПС,ЗАУРАЛЬЕ САИПС
82730,ЗАУР-Э,ЗАУРАЛЬЕ-ЭКС,ЗАУРАЛЬЕ-ЭКСПОРТ
82740,ВОДЛЗВ,ВОДОЛАЗОВО,ВОДОЛАЗОВО
82741,ЧУГА,ЧУГА,ЧУГА
82742,ОП 127,ОП 127 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 127 КМ
82743,ОП131К,ОП 131 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 131 КМ
82750,КАТЙСК,КАТАЙСК,КАТАЙСК
82751,ОП150К,ОП 150 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 150 КМ
82752,ШУТКА,ШУТКА,ШУТКА
82760,ДАЛМТВ,ДАЛМАТОВО,ДАЛМАТОВО
82761,ОП170К,ОП 170 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 170 КМ
82762,ОП175К,ОП 175 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 175 КМ
82763,ТЕЧЕНК,ТЕЧЕНКА,ТЕЧЕНКА
82764,ОП184К,ОП 184 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 184 КМ
82770,ЛЕЩ-ЗМ,ЛЕЩЕВО-ЗАМ.,ЛЕЩЕВО-ЗАМАРАЕВО
82771,ОП195К,ОП 195 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 195 КМ
82772,КОВРИГ,КОВРИГА,КОВРИГА
82773,ОП208К,ОП 208 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 208 КМ
82774,ОП199К,ОП 199 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 199 КМ
82775,,ОП 217 КМ,ОСТ. ПУНКТ 217 КМ
82776,,ОП 209 КМ,ОСТ. ПУНКТ 209 КМ
82780,ЩАДРНС,ШАДРИНСК,ШАДРИНСК
82781,ПП221К,ПП 221 КМ,ПУТЕВОЙ ПОСТ 221 КМ
82782,БАРНВК,БАРНЕВКА,БАРНЕВКА
82783,ОП229К,ОП 229 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 229 КМ
82784,ОП232К,ОП 232 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 232 КМ
82785,КАЧУСВ,КАЧУСОВО,КАЧУСОВО
82786,ОП243К,ОП 243 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 243 КМ
82787,ОП246К,ОП 246 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 246 КМ
82788,ОП250К,ОП 250 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 250 КМ
82789,,ОП 234 КМ,ОСТ. ПУНКТ 234 КМ
82790,КАРГПЛ,КАРГАПОЛЬЕ,КАРГАПОЛЬЕ
82791,ОП270К,ОП 270 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 270 КМ
82792,ЖАРНКВ,ЖАРНИКОВО,ЖАРНИКОВО
82793,ПЛОЩАД,ПЛОЩАДКА,ПЛОЩАДКА
82794,ОП260К,ОП 260 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 260 КМ
82795,ВАТОЛН,ВАТОЛИНО,ВАТОЛИНО
82796,ОП273К,ОП 273 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 273 КМ
82797,ОП286К,ОП 286 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 286 КМ
82801,ОКУНВК,ОКУНЕВКА,ОКУНЕВКА
82802,ОП309К,ОП 309 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 309 КМ
82803,ОП292К,ОП 292 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 292 КМ
82804,ОП298К,ОП 298 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 298 КМ
82805,ТВЕРДШ,ТВЕРДЫШ,ТВЕРДЫШ
82810,КОСБРД,КОСОБРОДСК,КОСОБРОДСК
82820,ИКОВКА,ИКОВКА,ИКОВКА
82821,ПРОСВТ,ПРОСВЕТ,ПРОСВЕТ
82831,ОП346К,ОП 346 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 346 КМ
82833,ОП352К,ОП 352 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 352 КМ
82838,ОП338К,ОП 338 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 338 КМ
82841,ПСПДМС,ПОСЕЛОК ПДМС,ПОСЕЛОК ПДМС
82842,ГАЛКИН,ГАЛКИНО,ГАЛКИНО
82847,,КУРГАН-ПСЧ-2,КУРГАН ПСЧ-2
82848,,КУРГАН-ПСЧ-6,КУРГАН ПСЧ-6
82849,,КУРГАН-ПСЧ-1,КУРГАН ПСЧ-1
82850,КУРГАН,КУРГАН,КУРГАН
82851,ОП2364,ОП 2364 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2364 К
82852,КАМЧИХ,КАМЧИХА,КАМЧИХА
82853,ОП2370,ОП 2370 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2370 К
82854,ОП2356,ОП 2356 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2356 К
82855,КУРГНК,КУРГАНКА,КУРГАНКА
82856,ОП2372,ОП 2372 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2372 К
82857,,КУРГАН-ПРИГОРОД,КУРГАН-ПРИГОРОД
82858,,КУРГАН-КЗ,КУРГАН ПАРК К(ЗАПАД)
82881,ЗАТВОР,ЗАТВОР,ЗАТВОР
82882,ОП2349,ОП 2349 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2349 К
82884,ОП2350,ОП 2350 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2350 К
82887,ОП2347,ОП 2347 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2347 К
82890,ВВЕДНС,ВВЕДЕНСКОЕ,ВВЕДЕНСКОЕ
82891,ВИХОРЬ,ВИХОРЬ,ВИХОРЬ
82892,ОП2335,ОП 2335 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2335 К
82893,ЛОГОВШ,ЛОГОВУШКА,ЛОГОВУШКА
82901,ОП2315,ОП 2315 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2315 К
82902,ЗЫРЯНК,ЗЫРЯНКА,ЗЫРЯНКА
82903,ОП2407,ОП 2407 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2407 К
82904,ОП2408,ОП 2408 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2408 К
82905,ОП2308,ОП 2308 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2308 К
82910,ЮРГАМШ,ЮРГАМЫШ,ЮРГАМЫШ
82911,ОП2299,ОП 2299 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2299 К
82912,СЛДКОЕ,СЛАДКОЕ,СЛАДКОЕ
82913,ОП2278,ОП 2278 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2278 К
82920,МИШКИН,МИШКИНО,МИШКИНО
82921,ВАРЮШК,ВАРЮШКИНО,ВАРЮШКИНО
82922,БУТРСК,БУТЫРСКОЕ,БУТЫРСКОЕ
82923,ХОХЛЫ,ХОХЛЫ,ХОХЛЫ
82924,ОП2257,ОП 2257 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2257 К
82925,ОП2230,ОП 2230 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2230 К
82927,ОП2251,ОП 2251 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2251 К
82928,ОП2240,ОП 2240 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2240 К
82929,ОП2233,ОП 2233 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2233 К
82930,ШУМИХА,ШУМИХА,ШУМИХА
82931,ОП2221,ОП 2221 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2221 К
82932,ОП2216,ОП 2216 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2216 К
82933,ОП2214,ОП 2214 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2214 К
82934,ЧИСТОЕ,ЧИСТОЕ,ЧИСТОЕ
82935,ОП2204,ОП 2204 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2204 К
82936,ОП2200,ОП 2200 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2200 К
82937,ОП2196,ОП 2196 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2196 К
82938,,ПП 2210 КМ,ПУТЕВОЙ ПОСТ 2210 КМ
82940,ЩУЧЬЕ,ЩУЧЬЕ,ЩУЧЬЕ
82941,ОП2182,ОП 2182 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2182 К
82942,ОП2178,ОП 2178 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2178 К
82943,АЛАКУЛ,АЛАКУЛЬ,АЛАКУЛЬ
82944,ПИВКИН,ПИВКИНО,ПИВКИНО
82945,,ПП АЛАКУЛЬ,ПУТЕВОЙ ПОСТ АЛАКУЛЬ
82949,,КАЯСАН-САИПС,КАЯСАН САИПС
82950,КАЯСАН,КАЯСАН,КАЯСАН
82951,ОП2151,ОП 2151 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2151 К
82961,ОП2140,ОП 2140 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2140 К
82962,ОП2137,ОП 2137 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2137 К
82963,ВАНЮШИ,ВАНЮШИ,ВАНЮШИ
82964,ОП2128,ОП 2128 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2128 К
82965,ЧЕРНВС,ЧЕРНЯВСКАЯ,ЧЕРНЯВСКАЯ
82966,,ОП 2126 КМ,ОСТ. ПУНКТ 2126 КМ
82967,,ОП 2130 КМ,ОСТ. ПУНКТ 2130 КМ
82968,,ОП 2142 КМ,ОСТ. ПУНКТ 2142 КМ
82971,ОП2121,ОП 2121 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2121 К
82972,КОЗЫРВ,КОЗЫРЕВО,КОЗЫРЕВО
83000,МОСКВК,МОСКОВКА,МОСКОВКА
83001,ГУСТФВ,ГУСТАФЬЕВО,ГУСТАФЬЕВО
83002,ОП2733,ОП 2733 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2733 К
83003,ОП2737,ОП 2737 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2737 К
83004,СЫРОПТ,СЫРОПЯТСКОЕ,СЫРОПЯТСКОЕ
83005,ОП2747,ОП 2747 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2747 К
83006,ОП2752,ОП 2752 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2752 К
83007,ОП2725,ОП 2725 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2725 К
83008,ОП2727,ОП 2727 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2727 К
83009,,МОСКОВКА-ЗАП,МОСКОВКА-ЗАПАДНАЯ
83010,ПЛАМЯ,ПЛАМЯ,ПЛАМЯ
83011,ОП2698,ОП 2698 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2698 К
83012,,ОП 2740 КМ,ОСТ. ПУНКТ 2740 КМ
83013,,МОСКОВКА ВОСТ,МОСКОВКА ВОСТОЧНАЯ
83014,,МОСКОВКА СЫР,МОСКОВКА СЫРОПЯТСКОЕ
83020,ВХДНАЯ,ВХОДНАЯ,ВХОДНАЯ
83021,ОП2888,ОП 2888 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2888 К
83022,ОП2890,ОП 2890 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2890 К
83023,ОП2891,ОП 2891 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2891 К
83024,,ВХОДНАЯ ЗАП,ВХОДНАЯ ЗАПАДНАЯ
83025,,ВХОДНАЯ ВОСТ,ВХОДНАЯ ВОСТОЧНАЯ
83026,,ВХОДНАЯ К-1,ВХОДНАЯ К-1
83027,,ВХОДНАЯ ЛУЗ,ВХОДНАЯ ЛУЗ
83028,,ВХОДНАЯ К-2,ВХОДНАЯ К-2
83029,,ВХОДНАЯ ПЕТР,ВХОДНАЯ ПЕТР
83030,КАРБШ1,КАРБЫШЕВО 1,КАРБЫШЕВО 1
83031,ТРУД,ТРУД,ТРУД
83039,,МОСКОВКА КАР-1,МОСКОВКА КАР-1
83040,КРБ1-П,КАРБЫШВ1-ПЕР,КАРБЫШЕВО 1-ПЕРЕВАЛКА
83051,ПЕТРШН,ПЕТРУШЕНКО,ПЕТРУШЕНКО
83052,,ОП 2716 КМ,ОСТ. ПУНКТ 2716 КМ
83069,,МОСТ,МОСТ
83070,ОМСК-П,ОМСК-ПАСС,ОМСК-ПАССАЖИРСКИЙ
83071,ПРИВОК,ПРИВОКЗАЛЬНА,ПРИВОКЗАЛЬНАЯ
83072,ЛОКОМТ,ЛОКОМОТИВНАЯ,ЛОКОМОТИВНАЯ
83073,ДЕПОВС,ДЕПОВСКАЯ,ДЕПОВСКАЯ
83079,,ОМСК-ПАСС-ВОСТ,ОМСК-ПАССАЖИРСКИЙ-ВОСТ
83080,ОМ-П-П,ОМСК-ПАС-ПЕР,ОМСК-ПАССАЖИРСКИЙ-ПЕРЕВАЛ
83120,ОМСК-В,ОМСК-ВОСТ,ОМСК-ВОСТОЧНЫЙ
83129,,МОСКОВКА-ОМСКВ,МОСКОВКА-ОМСКВ
83131,УНИВРС,УНИВЕРСЛЬНАЯ,УНИВЕРСАЛЬНАЯ
83140,ОМС-СВ,ОМСК-СЕВ.,ОМСК-СЕВЕРНЫЙ
83141,ЛЕВБЕР,ЛЕВОБЕРЕЖНЫЙ,ЛЕВОБЕРЕЖНЫЙ
83142,РАЗВЗК,РАЗВЯЗКА,РАЗВЯЗКА
83150,КОМБНТ,КОМБИНАТСКАЯ,КОМБИНАТСКАЯ
83151,,ГАЗОВАЯ,ГАЗОВАЯ
83158,,КОМБИНАТСКАЯ-САИ,КОМБИНАТСКАЯ-САИ
83159,,НАЗЫВАЕВ.-САИПС,НАЗЫВАЕВСКАЯ САИПС
83160,НАЗЫВС,НАЗЫВАЕВСКАЯ,НАЗЫВАЕВСКАЯ
83161,ОП2571,ОП 2571 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2571 К
83162,ОП2575,ОП 2575 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2575 К
83163,ОП2581,ОП 2581 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2581 К
83164,КОЧКВТ,КОЧКОВАТСКИЙ,КОЧКОВАТСКИЙ
83165,ОП2591,ОП 2591 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2591 К
83166,ОП2595,ОП 2595 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2595 К
83167,ОШРВСК,ОШИРОВСКИЙ,ОШИРОВСКИЙ
83168,ОП2607,ОП 2607 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2607 К
83171,ОП2624,ОП 2624 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2624 К
83172,НВКИЕВ,НОВОКИЕВСКИЙ,НОВОКИЕВСКИЙ
83173,ОП2640,ОП 2640 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2640 К
83174,ОП2646,ОП 2646 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2646 К
83175,ОП2654,ОП 2654 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2654 К
83176,ДРАГНС,ДРАГУНСКАЯ,ДРАГУНСКАЯ
83180,ЛЮБНСК,ЛЮБИНСКАЯ,ЛЮБИНСКАЯ
83181,ОП2664,ОП 2664 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2664 К
83182,ОП2672,ОП 2672 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2672 К
83183,ОП2677,ОП 2677 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2677 К
83184,ОП2680,ОП 2680 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2680 К
83185,ОП2685,ОП 2685 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2685 К
83186,ОП2669,ОП 2669 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2669 К
83196,,ПП 2742 КМ,ПУТЕВОЙ ПОСТ 2742 КМ
83197,ЮHИHO,ЮНИНО,ЮНИНО
83198,,ОП 2758 КМ,ОСТ. ПУНКТ 2758 КМ
83199,,ИСИЛЬКУЛЬ-САИПС,ИСИЛЬКУЛЬ САИПС
83200,ИСИЛЬК,ИСИЛЬКУЛЬ,ИСИЛЬКУЛЬ
83201,ОЗ-КАМ,ОЗЕР-КАМЫСЛВ,ОЗЕРО-КАМЫСЛОВСКОЕ
83202,ОП2779,ОП 2779 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2779 К
83211,КУЯНБР,КУЯНБАР,КУЯНБАР
83212,ОП2798,ОП 2798 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2798 К
83213,КУХАРВ,КУХАРЕВО,КУХАРЕВО
83220,МОСКЛН,МОСКАЛЕНКИ,МОСКАЛЕНКИ
83221,ПОМУРН,ПОМУРИНО,ПОМУРИНО
83222,ОП2823,ОП 2823 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2823 К
83231,ТАТЬЯН,ТАТЬЯНОВСКИЙ,ТАТЬЯНОВСКИЙ
83232,ПИКЕТН,ПИКЕТНОЕ,ПИКЕТНОЕ
83239,,ОП 2838 КМ,ОСТ. ПУНКТ 2838 КМ
83240,МАРИАН,МАРИАНОВКА,МАРИАНОВКА
83241,ОП2857,ОП 2857 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2857 К
83242,АЛОНСК,АЛОНСКИЙ,АЛОНСКИЙ
83243,ОП2868,ОП 2868 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2868 К
83251,ОП2883,ОП 2883 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2883 К
83252,ЛУЗИНО,ЛУЗИНО,ЛУЗИНО
83253,,ОП 2881 КМ,ОСТ. ПУНКТ 2881 КМ
83257,,ОП 38 КМ,ОСТ. ПУНКТ 38 КМ
83258,,ОП 35 КМ,ОСТ. ПУНКТ 35 КМ
83259,,ОП 32 КМ,ОСТ. ПУНКТ 32 КМ
83261,ФАДИНО,ФАДИНО,ФАДИНО
83262,Н.СЛЦК,НОВОСЕЛЕЦК,НОВОСЕЛЕЦК
83263,ОП27КМ,ОП 27 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 27 КМ
83264,ОП30КМ,ОП 30 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 30 КМ
83265,ОП53КМ,ОП 53 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 53 КМ
83266,КАРБШ2,КАРБЫШЕВО 2,КАРБЫШЕВО 2
83270,КОРМЛВ,КОРМИЛОВКА,КОРМИЛОВКА
83271,ОП2762,ОП 2762 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2762 К
83272,ОП2767,ОП 2767 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2767 К
83273,ОП2771,ОП 2771 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2771 К
83274,ОСКИНО,ОСОКИНО,ОСОКИНО
83275,ОП2783,ОП 2783 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2783 К
83276,,ОП 6 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 6 КМ
83280,КАЛЧНС,КАЛАЧИНСКАЯ,КАЛАЧИНСКАЯ
83281,ОП2797,ОП 2797 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2797 К
83282,ОП2801,ОП 2801 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2801 К
83283,ВАЛЕРН,ВАЛЕРИНО,ВАЛЕРИНО
83284,ОП2812,ОП 2812 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2812 К
83285,ИЛЮШКН,ИЛЮШКИНО,ИЛЮШКИНО
83286,ОП2826,ОП 2826 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2826 К
83287,КОЛНИЯ,КОЛОНИЯ,КОЛОНИЯ
83291,ЛАГУНК,ЛАГУНАКА,ЛАГУНАКА
83292,ОП2850,ОП 2850 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2850 К
83293,КАРТКН,КАРАТКАНСК,КАРАТКАНСК
83294,ЗАБЛГА,ЗАБУЛГА,ЗАБУЛГА
83295,ОП2869,ОП 2869 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2869 К
83299,,ОП 2877 КМ,ОСТ. ПУНКТ 2877 КМ
83300,ТАТАРС,ТАТАРСКАЯ,ТАТАРСКАЯ
83301,ОП2891,ОП 2891 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2891 К
83302,ТАРШТА,ТАРЫШТА,ТАРЫШТА
83303,ОП2898,ОП 2898 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2898 К
83304,КАБКЛЫ,КАБАКЛЫ,КАБАКЛЫ
83305,ОП2912,ОП 2912 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2912 К
83306,ЧЕРТКЛ,ЧЕРТОКУЛИЧ,ЧЕРТОКУЛИЧ
83307,ОП2922,ОП 2922 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2922 К
83308,ОП2926,ОП 2926 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2926 К
83309,ОП2882,ОП 2882 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2882 К
83311,,ТАТАРСКАЯ-ЗАП,ТАТАРСКАЯ-ЗАПАДНАЯ
83312,,ТАТАРСКАЯ-ВОСТ,ТАТАРСКАЯ-ВОСТОЧНАЯ
83330,ЧАНЫ,ЧАНЫ,ЧАНЫ
83331,ОП2939,ОП 2939 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2939 К
83341,ОП2950,ОП 2950 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2950 К
83342,ОП2953,ОП 2953 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2953 К
83343,КОШКЛЬ,КОШКУЛЬ,КОШКУЛЬ
83344,ОП2966,ОП 2966 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2966 К
83345,ОП2973,ОП 2973 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2973 К
83346,ОЗ.КАР,ОЗЕРО КАРАЧН,ОЗЕРО КАРАЧИНСКОЕ
83351,ОП2988,ОП 2988 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2988 К
83352,ОП2990,ОП 2990 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 2990 К
83353,МОШКРЬ,МОШКАРЬ,МОШКАРЬ
83354,ОП3001,ОП 3001 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 3001 К
83355,КИРЗНС,КИРЗИНСКОЕ,КИРЗИНСКОЕ
83356,ОП3017,ОП 3017 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 3017 К
83357,ОП3020,ОП 3020 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 3020 К
83358,БАРБШК,БАРАБУШКА,БАРАБУШКА
83359,ТЕБССК,ТЕБИССКАЯ,ТЕБИССКАЯ
83360,БАРАБН,БАРАБИНСК,БАРАБИНСК
83361,ОП3042,ОП 3042 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 3042 К
83362,НОВОГТ,НОВОГУТОВО,НОВОГУТОВО
83363,ОП3051,ОП 3051 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 3051 К
83364,ОП3055,ОП 3055 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 3055 К
83365,ТРУНВС,ТРУНОВСКОЕ,ТРУНОВСКОЕ
83366,ОП3068,ОП 3068 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 3068 К
83367,ОП3071,ОП 3071 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 3071 К
83368,ОП3028,ОП 3028 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 3028 К
83369,,БАРАБИНСК-С-ЗАП,БАРАБИНСК-С ЗАП
83371,,БАРАБИНСК-С-ВОСТ,БАРАБИНСК-С ВОСТ
83372,,БАРАБИНСК ЗАП,БАРАБИНСК ЗАП
83373,,БАРАБИНСК ВОСТ,БАРАБИНСК ВОСТ
83391,ОП3086,ОП 3086 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 3086 К
83392,КЛУБНЧ,КЛУБНИЧНАЯ,КЛУБНИЧНАЯ
83393,ОП3103,ОП 3103 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 3103 К
83394,ОП3108,ОП 3108 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 3108 К
83395,ОП3112,ОП 3112 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 3112 К
83396,КОЖУРЛ,КОЖУРЛА,КОЖУРЛА
83397,,ОП 3116 КМ,ОСТ. ПУНКТ 3116 КМ
83400,УБИНСК,УБИНСКАЯ,УБИНСКАЯ
83401,ОП3124,ОП 3124 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 3124 К
83402,КАЯК,КАЯК,КАЯК
83403,ОП3134,ОП 3134 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 3134 К
83404,ГРУЗДВ,ГРУЗДЕВКА,ГРУЗДЕВКА
83405,ОП3144,ОП 3144 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 3144 К
83406,ОП3149,ОП 3149 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 3149 К
83410,КАРГАТ,КАРГАТ,КАРГАТ
83411,КАПРАЛ,КАПРАЛОВО,КАПРАЛОВО
83421,ОП3192,ОП 3192 КМ,ОСТАНОВОЧНЫЙ ПУНКТ 3192 К
83422,СЕКТЫ,СЕКТЫ,СЕКТЫ
83423,КОКОШН,КОКОШИНО,КОКОШИНО
83430,ИРТШ-Э,ИРТЫШСКОЕ-ЭК,ИРТЫШСКОЕ-ЭКСПОРТ
83450,СТРЕЛА,СТРЕЛА,СТРЕЛА
83451,АМРЕ,АМРЕ,АМРЕ
83460,ЖАТВА,ЖАТВА,ЖАТВА
83461,НОВОУР,НОВОУРАЛЬСКЙ,НОВОУРАЛЬСКИЙ
83469,,ОП 136 КМ,ОСТ. ПУНКТ 136 КМ
83470,ЛЮБВКА,ЛЮБОВКА,ЛЮБОВКА
83471,ТАЛПКР,ТАЛАПКЕР,ТАЛАПКЕР
83472,ТАЙТЫК,ТАЙТЫК,ТАЙТЫК
83473,,ОП 145 КМ,ОСТ. ПУНКТ 145 КМ
83481,Н.САНЖ,НОВОСАНЖАРОВ,НОВОСАНЖАРОВКА
83482,БАЛГА,БАЛГА,БАЛГА
83483,ТОЛБХН,ТОЛБУХИНСКАЯ,ТОЛБУХИНСКАЯ
83484,ГРАНЧН,ГРАНИЧНАЯ,ГРАНИЧНАЯ
83491,РЗВСКЙ,РОЗОВСКИЙ,РОЗОВСКИЙ
83492,СИБИРК,СИБИРЯК,СИБИРЯК
83493,КРАЕВО,КАРАЕВО,КАРАЕВО
83494,Р.ПОЛН,РУС.ПОЛЯНА,РУССКАЯ ПОЛЯНА
